Category	Size	ExpCount	Count	OddsRatio	Pvalue	PvalueAdj	Genes
GSE3982_EOSINOPHIL_VS_MAC_DN	193	0.513198	2	3.97586	0.0937177	0.228449	GSTK1, ISOC2
GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	193	0.513198	2	3.97586	0.0937177	0.228449	COQ3, UQCRC2
GSE3982_EOSINOPHIL_VS_NKCELL_UP	193	0.513198	2	3.97586	0.0937177	0.228449	CNBP, FTH1
GSE3982_DC_VS_EFF_MEMORY_CD4_TCELL_DN	193	0.513198	2	3.97586	0.0937177	0.228449	ARHGEF6, TPT1
GSE3982_DC_VS_TH2_UP	193	0.513198	2	3.97586	0.0937177	0.228449	ACO2, FTH1
GSE3982_BCELL_VS_TH1_DN	193	0.513198	2	3.97586	0.0937177	0.228449	RBM47, TMEM106C
GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_UP	193	0.513198	2	3.97586	0.0937177	0.228449	RPL9, TPT1
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_DN	193	0.513198	2	3.97586	0.0937177	0.228449	HSD17B12, NDUFA4
GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_DN	193	0.513198	2	3.97586	0.0937177	0.228449	FTH1, WIPI1
GSE3982_NKCELL_VS_TH1_DN	193	0.513198	2	3.97586	0.0937177	0.228449	RBM47, TMEM106C
GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_DN	193	0.513198	2	3.97586	0.0937177	0.228449	CNBP, DLD
GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_DN	193	0.513198	2	3.97586	0.0937177	0.228449	ATP1B1, ZDHHC23
GSE9006_1MONTH_VS_4MONTH_POST_TYPE_1_DIABETES_DX_PBMC_DN	193	0.513198	2	3.97586	0.0937177	0.228449	APOO, NEDD8
GSE9037_WT_VS_IRAK4_KO_LPS_4H_STIM_BMDM_UP	193	0.513198	2	3.97586	0.0937177	0.228449	ANTXR1, BAZ1A
GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_UP	193	0.513198	2	3.97586	0.0937177	0.228449	COQ3, RNF14
GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP	193	0.513198	2	3.97586	0.0937177	0.228449	HNRNPR, SMPDL3A
KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP	194	0.515857	2	3.95506	0.0945355	0.228449	RNF14, TP53INP2
GSE10325_CD4_TCELL_VS_BCELL_UP	194	0.515857	2	3.95506	0.0945355	0.228449	GSTK1, SLC39A8
GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_DN	194	0.515857	2	3.95506	0.0945355	0.228449	GSTK1, OGDH
GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_UP	194	0.515857	2	3.95506	0.0945355	0.228449	ITGA5, TPT1
GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_DN	194	0.515857	2	3.95506	0.0945355	0.228449	ARHGEF6, LYN
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	194	0.515857	2	3.95506	0.0945355	0.228449	GSTM1, TPT1
GSE17580_TREG_VS_TEFF_DN	194	0.515857	2	3.95506	0.0945355	0.228449	ATP1B1, SHISA2
GSE17721_LPS_VS_CPG_16H_BMDM_DN	194	0.515857	2	3.95506	0.0945355	0.228449	PPIC, TP53INP2
GSE20366_CD103_POS_VS_CD103_KLRG1_DP_TREG_UP	194	0.515857	2	3.95506	0.0945355	0.228449	CPEB3, GSTK1
GSE22886_DC_VS_MONOCYTE_DN	194	0.515857	2	3.95506	0.0945355	0.228449	LYN, SMPDL3A
GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_UP	194	0.515857	2	3.95506	0.0945355	0.228449	DNAJC4, GPR3
GSE27786_NKTCELL_VS_ERYTHROBLAST_UP	194	0.515857	2	3.95506	0.0945355	0.228449	ANG, CNBP
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_PDC_DN	194	0.515857	2	3.95506	0.0945355	0.228449	NACA, OGDH
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MDC_DN	194	0.515857	2	3.95506	0.0945355	0.228449	KCNJ6, TCN1
GSE31082_DN_VS_CD8_SP_THYMOCYTE_DN	194	0.515857	2	3.95506	0.0945355	0.228449	CKB, RNF14
GSE360_DC_VS_MAC_T_GONDII_UP	194	0.515857	2	3.95506	0.0945355	0.228449	CKB, PDHX
GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_MAC_UP	194	0.515857	2	3.95506	0.0945355	0.228449	CRABP2, PRCP
GSE360_T_GONDII_VS_M_TUBERCULOSIS_MAC_DN	194	0.515857	2	3.95506	0.0945355	0.228449	PPP1R13B, SLC39A8
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_UP	194	0.515857	2	3.95506	0.0945355	0.228449	TPT1, UQCRB
GSE3982_DC_VS_NEUTROPHIL_LPS_STIM_UP	194	0.515857	2	3.95506	0.0945355	0.228449	ACAT1, ATP1B1
GSE3982_EOSINOPHIL_VS_MAST_CELL_UP	194	0.515857	2	3.95506	0.0945355	0.228449	ACACB, CKB
GSE3982_DC_VS_NEUTROPHIL_UP	194	0.515857	2	3.95506	0.0945355	0.228449	ETFDH, MGST3
GSE3982_BCELL_VS_BASOPHIL_DN	194	0.515857	2	3.95506	0.0945355	0.228449	IL32, TPT1
GSE7852_LN_VS_THYMUS_TREG_DN	194	0.515857	2	3.95506	0.0945355	0.228449	PRKRA, RNF14
GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN	194	0.515857	2	3.95506	0.0945355	0.228449	IFI44L, MGST3
GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_DN	195	0.518516	2	3.93448	0.0953553	0.228449	ARHGEF6, HNRNPR
GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_DN	195	0.518516	2	3.93448	0.0953553	0.228449	GOT1, GSTM1
GSE1460_DP_VS_CD4_THYMOCYTE_DN	195	0.518516	2	3.93448	0.0953553	0.228449	IFI44L, TPT1
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_UP	195	0.518516	2	3.93448	0.0953553	0.228449	CIDEC, NDUFB10
GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_DN	195	0.518516	2	3.93448	0.0953553	0.228449	CHCHD10, SMPDL3A
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TREG_DN	195	0.518516	2	3.93448	0.0953553	0.228449	COX7A2, NEDD8
GSE17721_LPS_VS_GARDIQUIMOD_4H_BMDM_UP	195	0.518516	2	3.93448	0.0953553	0.228449	CKB, COQ3
GSE17721_12H_VS_24H_CPG_BMDM_DN	195	0.518516	2	3.93448	0.0953553	0.228449	GSTM1, PRKRA
GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_UP	195	0.518516	2	3.93448	0.0953553	0.228449	ARHGEF6, IL32
GSE27786_NEUTROPHIL_VS_MONO_MAC_DN	195	0.518516	2	3.93448	0.0953553	0.228449	ATP1B1, CKB
GSE2826_WT_VS_XID_BCELL_UP	195	0.518516	2	3.93448	0.0953553	0.228449	ESRRA, HADHB
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MDC_UP	195	0.518516	2	3.93448	0.0953553	0.228449	DLAT, TMEM106C
GSE3337_CTRL_VS_4H_IFNG_IN_CD8POS_DC_UP	195	0.518516	2	3.93448	0.0953553	0.228449	NEDD8, OGDH
GSE339_CD4POS_VS_CD4CD8DN_DC_IN_CULTURE_DN	195	0.518516	2	3.93448	0.0953553	0.228449	ATP1B1, HNRNPR
GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_UP	195	0.518516	2	3.93448	0.0953553	0.228449	CRABP2, UQCRC2
GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_DN	195	0.518516	2	3.93448	0.0953553	0.228449	GPR3, IFI44L
GSE3982_EOSINOPHIL_VS_NEUTROPHIL_DN	195	0.518516	2	3.93448	0.0953553	0.228449	BAZ1A, GSTK1
GSE3982_DC_VS_NKCELL_UP	195	0.518516	2	3.93448	0.0953553	0.228449	FTH1, RBM47
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_4MONTH_POST_DX_UP	195	0.518516	2	3.93448	0.0953553	0.228449	NDUFV1, UQCRC1
KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_DN	196	0.521175	2	3.91412	0.0961771	0.228449	GSTK1, MCCC1
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_UP	196	0.521175	2	3.91412	0.0961771	0.228449	IFI44L, RBM47
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_UP	196	0.521175	2	3.91412	0.0961771	0.228449	CRABP2, FTH1
GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDM_UP	196	0.521175	2	3.91412	0.0961771	0.228449	CLYBL, RBM47
GSE17721_POLYIC_VS_CPG_1H_BMDM_DN	196	0.521175	2	3.91412	0.0961771	0.228449	CLYBL, SFXN4
GSE17721_LPS_VS_CPG_24H_BMDM_DN	196	0.521175	2	3.91412	0.0961771	0.228449	COX7A2, LYN
GSE20715_0H_VS_48H_OZONE_LUNG_UP	196	0.521175	2	3.91412	0.0961771	0.228449	DECR1, HNRNPR
GSE22886_CD8_TCELL_VS_BCELL_NAIVE_UP	196	0.521175	2	3.91412	0.0961771	0.228449	AIFM1, IL32
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP	196	0.521175	2	3.91412	0.0961771	0.228449	PRCP, SHISA2
GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN	196	0.521175	2	3.91412	0.0961771	0.228449	CRABP2, RBM47
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_DN	196	0.521175	2	3.91412	0.0961771	0.228449	IFI44L, SOD2
GSE2826_XID_VS_BTK_KO_BCELL_DN	196	0.521175	2	3.91412	0.0961771	0.228449	GSTK1, PPIC
GSE360_CTRL_VS_L_DONOVANI_DC_DN	196	0.521175	2	3.91412	0.0961771	0.228449	GPR3, SLC39A8
GSE360_CTRL_VS_M_TUBERCULOSIS_MAC_DN	196	0.521175	2	3.91412	0.0961771	0.228449	PDHX, PRKRA
GSE360_L_DONOVANI_VS_L_MAJOR_DC_UP	196	0.521175	2	3.91412	0.0961771	0.228449	SLC25A5, TELO2
GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	196	0.521175	2	3.91412	0.0961771	0.228449	BAZ1A, IFI44L
GSE360_L_DONOVANI_VS_T_GONDII_MAC_DN	196	0.521175	2	3.91412	0.0961771	0.228449	TELO2, UQCRC1
GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_MAC_DN	196	0.521175	2	3.91412	0.0961771	0.228449	AIFM1, OGDH
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN	196	0.521175	2	3.91412	0.0961771	0.228449	GOT1, TMEM106C
GSE3982_DC_VS_MAC_LPS_STIM_DN	196	0.521175	2	3.91412	0.0961771	0.228449	CKB, NDUFA4
GSE3982_DC_VS_BCELL_UP	196	0.521175	2	3.91412	0.0961771	0.228449	FAM162A, WIPI1
GSE7460_TCONV_VS_TREG_LN_DN	196	0.521175	2	3.91412	0.0961771	0.228449	PRKRA, ZDHHC23
GSE7852_LN_VS_FAT_TCONV_DN	196	0.521175	2	3.91412	0.0961771	0.228449	PRKRA, SOD2
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	197	0.523834	2	3.89396	0.097001	0.228449	LYN, RBM47
GSE17721_CTRL_VS_CPG_24H_BMDM_DN	197	0.523834	2	3.89396	0.097001	0.228449	OGDH, TMEM106C
GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP	197	0.523834	2	3.89396	0.097001	0.228449	AIFM1, IL32
GSE22886_CTRL_VS_LPS_24H_DC_DN	197	0.523834	2	3.89396	0.097001	0.228449	IFI44L, SOD2
GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN	197	0.523834	2	3.89396	0.097001	0.228449	GOT1, PPIC
GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_DN	197	0.523834	2	3.89396	0.097001	0.228449	DNAJC4, HIGD1A
GSE30083_SP2_VS_SP3_THYMOCYTE_UP	197	0.523834	2	3.89396	0.097001	0.228449	GOT1, HSD17B12
GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_DN	197	0.523834	2	3.89396	0.097001	0.228449	GPR3, SLC39A8
GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_DC_UP	197	0.523834	2	3.89396	0.097001	0.228449	SLC39A8, SOD2
GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_DC_DN	197	0.523834	2	3.89396	0.097001	0.228449	AIFM1, PRCP
GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	197	0.523834	2	3.89396	0.097001	0.228449	MGST3, NACA
GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	197	0.523834	2	3.89396	0.097001	0.228449	BAZ1A, PRCP
GSE9006_TYPE_1_DIABETES_AT_DX_VS_4MONTH_POST_DX_PBMC_UP	197	0.523834	2	3.89396	0.097001	0.228449	NDUFV1, UQCRC1
GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_DN	198	0.526493	2	3.87401	0.097827	0.228702	MGST3, RNASE4
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_UP	198	0.526493	2	3.87401	0.097827	0.228702	ATP1B1, LYN
GSE22886_IGG_IGA_MEMORY_BCELL_VS_BM_PLASMA_CELL_UP	198	0.526493	2	3.87401	0.097827	0.228702	BAZ1A, NACA
GSE24142_DN2_VS_DN3_THYMOCYTE_UP	198	0.526493	2	3.87401	0.097827	0.228702	HSD17B12, PPIC
GSE29618_MONOCYTE_VS_MDC_DN	198	0.526493	2	3.87401	0.097827	0.228702	FAM162A, RPL9
GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_UP	198	0.526493	2	3.87401	0.097827	0.228702	GAS2L1, ISCU
GSE17721_LPS_VS_POLYIC_2H_BMDM_UP	199	0.529152	2	3.85426	0.0986549	0.229235	ANG, COQ3
GSE22886_NAIVE_VS_MEMORY_TCELL_DN	199	0.529152	2	3.85426	0.0986549	0.229235	CNBP, SLC39A8
GSE360_CTRL_VS_L_MAJOR_DC_DN	199	0.529152	2	3.85426	0.0986549	0.229235	SLC39A8, SOD2
GSE360_CTRL_VS_M_TUBERCULOSIS_DC_DN	199	0.529152	2	3.85426	0.0986549	0.229235	LYN, WIPI1
GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_UP	199	0.529152	2	3.85426	0.0986549	0.229235	NACA, UQCRC1
GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_DN	200	0.531811	2	3.83471	0.0994849	0.230882	ITGA5, KRTAP20-2
GSE6269_HEALTHY_VS_FLU_INF_PBMC_DN	155	0.412154	1	2.44731	0.338597	0.543226	IFI44L
GSE6269_FLU_VS_E_COLI_INF_PBMC_DN	160	0.425449	1	2.37009	0.347374	0.543226	SLC25A5
GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP	161	0.428108	1	2.35523	0.349115	0.543226	BAZ1A
GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_UP	161	0.428108	1	2.35523	0.349115	0.543226	SLC25A5
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	165	0.438744	1	2.29758	0.356035	0.543226	DLD
GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_UP	165	0.438744	1	2.29758	0.356035	0.543226	GPR3
GSE6269_HEALTHY_VS_STREP_PNEUMO_INF_PBMC_DN	167	0.444063	1	2.2698	0.359467	0.543226	RNASE4
GSE6269_E_COLI_VS_STREP_AUREUS_INF_PBMC_DN	167	0.444063	1	2.2698	0.359467	0.543226	RNASE4
GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_DN	168	0.446722	1	2.25616	0.361176	0.543226	TMEM106C
GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_UP	171	0.454699	1	2.2162	0.366278	0.543226	RBM47
GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_UP	172	0.457358	1	2.20319	0.367969	0.543226	SKA2
GSE14000_TRANSLATED_RNA_VS_MRNA_16H_LPS_DC_DN	173	0.460017	1	2.19034	0.369656	0.543226	ESRRA
GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_DN	173	0.460017	1	2.19034	0.369656	0.543226	SDHA
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN	174	0.462676	1	2.17763	0.371338	0.543226	SPINK13
GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_UP	174	0.462676	1	2.17763	0.371338	0.543226	IFI44L
GSE25087_TREG_VS_TCONV_ADULT_DN	174	0.462676	1	2.17763	0.371338	0.543226	CHCHD10
GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_UP	174	0.462676	1	2.17763	0.371338	0.543226	B4GALT2
GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP	175	0.465335	1	2.16507	0.373016	0.543226	SFXN4
GSE26928_EFF_MEM_VS_CENTR_MEM_CD4_TCELL_UP	175	0.465335	1	2.16507	0.373016	0.543226	ATP1B1
GSE9988_LPS_VS_LOW_LPS_MONOCYTE_UP	175	0.465335	1	2.16507	0.373016	0.543226	KCNJ6
GSE14000_TRANSLATED_RNA_VS_MRNA_16H_LPS_DC_UP	176	0.467994	1	2.15265	0.37469	0.543226	PDHA1
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN	176	0.467994	1	2.15265	0.37469	0.543226	ZDHHC23
GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP	176	0.467994	1	2.15265	0.37469	0.543226	SFXN4
GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_UP	176	0.467994	1	2.15265	0.37469	0.543226	GSTM1
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP	176	0.467994	1	2.15265	0.37469	0.543226	KCNJ6
GSE9988_LPS_VS_LOW_LPS_MONOCYTE_DN	176	0.467994	1	2.15265	0.37469	0.543226	ISOC2
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_DN	177	0.470653	1	2.14037	0.376359	0.543226	CYCS
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_DN	177	0.470653	1	2.14037	0.376359	0.543226	TP53INP2
GSE37416_CTRL_VS_0H_F_TULARENSIS_LVS_NEUTROPHIL_UP	178	0.473312	1	2.12823	0.378023	0.543226	B4GALT2
GSE6269_STREP_AUREUS_VS_STREP_PNEUMO_INF_PBMC_DN	178	0.473312	1	2.12823	0.378023	0.543226	GPR3
GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP	179	0.475971	1	2.11623	0.379684	0.543226	SHISA2
GSE14000_TRANSLATED_RNA_VS_MRNA_DC_DN	179	0.475971	1	2.11623	0.379684	0.543226	NDUFB10
GSE25087_TREG_VS_TCONV_FETUS_DN	179	0.475971	1	2.11623	0.379684	0.543226	NACA
GSE6269_HEALTHY_VS_STREP_PNEUMO_INF_PBMC_UP	179	0.475971	1	2.11623	0.379684	0.543226	SLC25A5
GSE9988_LOW_LPS_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN	179	0.475971	1	2.11623	0.379684	0.543226	STX4
GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP	180	0.47863	1	2.10436	0.38134	0.543226	DLAT
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_2H_ACT_CD4_TCELL_UP	180	0.47863	1	2.10436	0.38134	0.543226	SLC39A8
GSE22045_TREG_VS_TCONV_DN	180	0.47863	1	2.10436	0.38134	0.543226	GSTM1
GSE29615_CTRL_VS_DAY3_LAIV_IFLU_VACCINE_PBMC_DN	180	0.47863	1	2.10436	0.38134	0.543226	DECR1
GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP	180	0.47863	1	2.10436	0.38134	0.543226	AIFM1
GSE37416_CTRL_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_DN	180	0.47863	1	2.10436	0.38134	0.543226	FAM162A
GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_UP	180	0.47863	1	2.10436	0.38134	0.543226	STX4
GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_DN	180	0.47863	1	2.10436	0.38134	0.543226	STX4
GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP	180	0.47863	1	2.10436	0.38134	0.543226	STX4
GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP	181	0.481289	1	2.09262	0.382991	0.543226	RNASE4
GSE13306_RA_VS_UNTREATED_TREG_DN	181	0.481289	1	2.09262	0.382991	0.543226	GAS2L1
GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_DN	181	0.481289	1	2.09262	0.382991	0.543226	CYCS
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_UP	181	0.481289	1	2.09262	0.382991	0.543226	MGST3
GSE26928_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP	181	0.481289	1	2.09262	0.382991	0.543226	SFXN4
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP	182	0.483948	1	2.08102	0.384638	0.543226	CALM2
GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_UP	182	0.483948	1	2.08102	0.384638	0.543226	GSTK1
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_DN	182	0.483948	1	2.08102	0.384638	0.543226	IFI44L
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_UP	182	0.483948	1	2.08102	0.384638	0.543226	TCN1
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_UP	182	0.483948	1	2.08102	0.384638	0.543226	COQ9
GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_1_UP	182	0.483948	1	2.08102	0.384638	0.543226	KRTAP20-2
GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP	182	0.483948	1	2.08102	0.384638	0.543226	MRPL41
GSE11864_UNTREATED_VS_CSF1_PAM3CYS_IN_MAC_DN	183	0.486607	1	2.06954	0.386281	0.543226	IMMT
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_DN	183	0.486607	1	2.06954	0.386281	0.543226	PPP1R13B
GSE17721_CTRL_VS_POLYIC_4H_BMDM_UP	183	0.486607	1	2.06954	0.386281	0.543226	NEDD8
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_2H_ACT_CD4_TCELL_DN	183	0.486607	1	2.06954	0.386281	0.543226	ACSL4
GSE20715_WT_VS_TLR4_KO_6H_OZONE_LUNG_DN	183	0.486607	1	2.06954	0.386281	0.543226	FASTKD1
GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN	183	0.486607	1	2.06954	0.386281	0.543226	BAZ1A
GSE37416_CTRL_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_UP	183	0.486607	1	2.06954	0.386281	0.543226	MRPL41
GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_UP	184	0.489266	1	2.05818	0.387919	0.543226	RPL9
GSE14000_UNSTIM_VS_16H_LPS_DC_DN	184	0.489266	1	2.05818	0.387919	0.543226	FTH1
GSE14308_TH2_VS_NAIVE_CD4_TCELL_DN	184	0.489266	1	2.05818	0.387919	0.543226	ACADM
GSE14308_NAIVE_CD4_TCELL_VS_NATURAL_TREG_UP	184	0.489266	1	2.05818	0.387919	0.543226	CRABP2
GSE17721_0.5H_VS_12H_PAM3CSK4_BMDM_DN	184	0.489266	1	2.05818	0.387919	0.543226	COQ3
GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_DN	184	0.489266	1	2.05818	0.387919	0.543226	ACSL4
GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_DN	184	0.489266	1	2.05818	0.387919	0.543226	TMEM106C
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_1H_CD4_TCELL_DN	184	0.489266	1	2.05818	0.387919	0.543226	SHISA2
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_UP	184	0.489266	1	2.05818	0.387919	0.543226	TP53INP2
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_DN	184	0.489266	1	2.05818	0.387919	0.543226	FAM162A
GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	184	0.489266	1	2.05818	0.387919	0.543226	SLC39A8
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_UP	184	0.489266	1	2.05818	0.387919	0.543226	SKA2
GSE22045_TREG_VS_TCONV_UP	184	0.489266	1	2.05818	0.387919	0.543226	CIDEC
GSE27786_LIN_NEG_VS_NEUTROPHIL_UP	184	0.489266	1	2.05818	0.387919	0.543226	COQ9
GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_DN	184	0.489266	1	2.05818	0.387919	0.543226	COQ3
GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN	184	0.489266	1	2.05818	0.387919	0.543226	FTH1
GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_UP	184	0.489266	1	2.05818	0.387919	0.543226	NCEH1
GSE39820_TGFBETA3_IL6_VS_TGFBETA3_IL6_IL23A_TREATED_CD4_TCELL_DN	184	0.489266	1	2.05818	0.387919	0.543226	COMTD1
GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_UP	184	0.489266	1	2.05818	0.387919	0.543226	STX4
GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN	184	0.489266	1	2.05818	0.387919	0.543226	SOD2
GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP	184	0.489266	1	2.05818	0.387919	0.543226	SOD2
GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	184	0.489266	1	2.05818	0.387919	0.543226	SOD2
GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_DN	185	0.491926	1	2.04695	0.389553	0.543226	DLAT
GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_UP	185	0.491926	1	2.04695	0.389553	0.543226	SDHA
GSE13306_TREG_VS_TCONV_LAMINA_PROPRIA_DN	185	0.491926	1	2.04695	0.389553	0.543226	PPP1R13B
GSE13306_TREG_RA_VS_TCONV_RA_UP	185	0.491926	1	2.04695	0.389553	0.543226	OGDH
GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_UP	185	0.491926	1	2.04695	0.389553	0.543226	DNAJC4
GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_UP	185	0.491926	1	2.04695	0.389553	0.543226	SKA2
GSE17721_CTRL_VS_PAM3CSK4_2H_BMDM_UP	185	0.491926	1	2.04695	0.389553	0.543226	ACAT1
